Ticker,Date,Open,High,Low,Close,Volume,Daily_Return,MA7,MA21,Price_Range
INFY,2025-06-06,1531.26,1545.24,1519.83,1540.22,3960020,0.0061,1532.59,1529.39,25.41
INFY,2025-06-09,1554.21,1564.06,1547.31,1549.18,2903202,0.0058,1533.9,1533.43,16.75
INFY,2025-06-10,1560.12,1583.26,1553.71,1571.94,8591925,0.0147,1538.59,1533.04,29.55
INFY,2025-06-11,1566.12,1609.95,1566.12,1606.51,10597410,0.022,1549.46,1536.99,43.83
INFY,2025-06-12,1592.62,1603.45,1574.0,1584.35,10483574,-0.0138,1558.7,1538.79,29.45
INFY,2025-06-13,1552.24,1584.74,1546.52,1577.84,6968315,-0.0041,1565.84,1539.32,38.22
INFY,2025-06-16,1575.88,1610.15,1573.02,1599.32,5591842,0.0136,1575.62,1541.95,37.13
INFY,2025-06-17,1596.26,1622.56,1591.24,1615.17,7622083,0.0099,1586.33,1546.72,31.32
INFY,2025-06-18,1596.56,1619.9,1596.56,1608.28,5629707,-0.0043,1594.77,1551.13,23.34
INFY,2025-06-19,1599.41,1605.42,1587.2,1594.0,5147760,-0.0089,1597.92,1554.49,18.22
INFY,2025-06-20,1594.59,1606.11,1584.64,1598.43,9202821,0.0028,1596.77,1559.03,21.47
INFY,2025-06-23,1576.86,1576.86,1551.65,1560.12,7943676,-0.024,1593.31,1560.95,25.21
INFY,2025-06-24,1576.86,1584.74,1552.83,1557.75,8083992,-0.0015,1590.44,1562.03,31.91
INFY,2025-06-25,1566.03,1595.48,1561.2,1590.55,7813533,0.0211,1589.19,1565.15,34.28
INFY,2025-06-26,1584.54,1599.51,1582.38,1591.63,6519233,0.0007,1585.82,1568.25,17.13
INFY,2025-06-27,1594.59,1605.03,1578.24,1583.75,8912268,-0.005,1582.32,1570.33,26.79
INFY,2025-06-30,1590.65,1590.65,1570.06,1577.65,6294505,-0.0039,1579.98,1572.16,20.59
INFY,2025-07-01,1584.74,1593.31,1576.37,1582.57,4178937,0.0031,1577.72,1574.65,16.94
INFY,2025-07-02,1593.6,1624.14,1579.22,1586.22,8653641,0.0023,1581.45,1577.82,44.92
INFY,2025-07-03,1594.1,1607.79,1590.65,1594.29,5259695,0.0051,1586.67,1580.98,17.14
INFY,2025-07-04,1600.5,1618.62,1587.99,1615.96,4411273,0.0136,1590.3,1585.03,30.63
INFY,2025-07-07,1615.27,1619.21,1598.53,1602.47,3294523,-0.0083,1591.84,1588.0,20.68
INFY,2025-07-08,1603.45,1621.38,1597.05,1613.99,4590681,0.0072,1596.16,1591.09,24.33
INFY,2025-07-09,1613.11,1613.3,1599.12,1609.07,4580828,-0.003,1600.65,1592.85,14.18
INFY,2025-07-10,1614.19,1614.19,1582.87,1591.44,5330179,-0.011,1601.92,1592.14,31.32
INFY,2025-07-11,1555.29,1582.87,1539.43,1570.85,11391755,-0.0129,1599.72,1591.49,43.44
INFY,2025-07-14,1567.8,1567.8,1536.28,1546.62,9173426,-0.0154,1592.91,1590.01,31.52
INFY,2025-07-15,1541.5,1579.42,1540.42,1561.69,7614807,0.0097,1585.16,1588.21,39.0
INFY,2025-07-16,1555.19,1587.69,1554.7,1583.66,6223491,0.0141,1582.47,1586.71,32.99
INFY,2025-07-17,1573.91,1585.72,1556.28,1559.62,7374814,-0.0152,1574.71,1584.4,29.44
INFY,2025-07-18,1568.09,1575.19,1556.18,1562.18,5161833,0.0016,1568.01,1582.88,19.01
INFY,2025-07-21,1556.18,1565.04,1543.18,1560.41,3682661,-0.0011,1563.58,1581.07,21.86
INFY,2025-07-22,1541.4,1561.89,1541.4,1547.21,8473741,-0.0085,1560.2,1580.46,20.49
INFY,2025-07-23,1552.53,1567.9,1526.63,1550.76,8035026,0.0023,1560.79,1580.12,41.27
INFY,2025-07-24,1556.18,1558.15,1524.86,1529.09,14169664,-0.014,1556.13,1577.2,33.29
INFY,2025-07-25,1520.13,1526.14,1488.51,1492.85,10851259,-0.0237,1543.16,1572.49,37.63
INFY,2025-07-28,1491.07,1496.39,1460.15,1493.14,6439855,0.0002,1533.66,1568.18,36.24
INFY,2025-07-29,1490.09,1494.32,1473.54,1490.88,7070448,-0.0015,1523.48,1564.05,20.78
INFY,2025-07-30,1496.98,1498.76,1483.29,1496.1,5719051,0.0035,1514.29,1559.93,15.47
INFY,2025-07-31,1486.94,1504.07,1474.43,1486.25,6851407,-0.0066,1505.58,1555.17,29.64
INFY,2025-08-01,1471.37,1476.1,1443.4,1447.44,8702978,-0.0261,1490.82,1548.18,32.7
INFY,2025-08-04,1439.46,1460.44,1429.12,1458.18,8610216,0.0074,1480.69,1540.66,31.32
INFY,2025-08-05,1456.4,1456.4,1433.06,1438.28,10213323,-0.0136,1472.9,1532.84,23.34
INFY,2025-08-06,1430.11,1434.14,1408.73,1415.04,10566934,-0.0162,1461.74,1523.37,25.41
INFY,2025-08-07,1408.44,1420.26,1392.88,1415.23,9892020,0.0001,1450.93,1514.14,27.38
INFY,2025-08-08,1403.51,1411.59,1395.73,1401.64,10048009,-0.0096,1437.44,1505.1,15.86
INFY,2025-08-11,1398.49,1411.79,1392.68,1406.67,6625368,0.0036,1426.07,1497.28,19.11
INFY,2025-08-12,1406.67,1419.27,1399.57,1402.63,9899184,-0.0029,1419.67,1490.43,19.7
INFY,2025-08-13,1403.51,1412.38,1400.95,1405.09,10318063,0.0018,1412.08,1482.97,11.43
INFY,2025-08-14,1404.7,1447.84,1404.7,1425.87,12902347,0.0148,1410.31,1475.46,43.14
INFY,2025-08-18,1442.62,1442.62,1408.04,1414.15,7254561,-0.0082,1410.18,1468.53,34.58
INFY,2025-08-19,1411.1,1427.55,1411.1,1418.29,3986094,0.0029,1410.62,1461.68,16.45
INFY,2025-08-20,1418.98,1476.4,1418.98,1473.64,10413061,0.039,1420.91,1457.54,57.42
INFY,2025-08-21,1485.26,1485.26,1461.92,1473.84,6565539,0.0001,1430.5,1454.05,23.34
INFY,2025-08-22,1475.51,1481.62,1463.69,1465.07,5543397,-0.006,1439.42,1449.97,17.93
INFY,2025-08-25,1483.98,1515.79,1483.98,1509.0,10694531,0.03,1454.27,1449.01,31.81
INFY,2025-08-26,1500.04,1515.2,1495.7,1506.54,15994798,-0.0016,1465.79,1449.67,19.5
INFY,2025-08-28,1506.54,1506.54,1475.41,1477.48,5443364,-0.0193,1474.84,1448.92,31.13
INFY,2025-08-29,1479.25,1479.25,1445.57,1447.44,8169075,-0.0203,1479.0,1446.85,33.68
INFY,2025-09-01,1454.43,1480.73,1453.94,1476.79,4546057,0.0203,1479.45,1445.93,26.79
INFY,2025-09-02,1476.79,1489.99,1463.89,1476.1,5218763,-0.0005,1479.77,1445.45,26.1
INFY,2025-09-03,1477.38,1479.25,1450.79,1456.8,4623483,-0.0131,1478.59,1445.89,28.46
INFY,2025-09-04,1461.62,1461.62,1438.08,1440.94,5787724,-0.0109,1468.87,1445.07,23.54
INFY,2025-09-05,1447.84,1450.49,1411.39,1422.82,5466487,-0.0126,1456.91,1444.34,39.1
INFY,2025-09-08,1429.12,1436.02,1406.76,1411.29,3811567,-0.0081,1447.45,1444.16,29.26
INFY,2025-09-09,1458.67,1484.47,1450.3,1481.62,13072640,0.0498,1452.34,1447.32,34.17
INFY,2025-09-10,1487.33,1511.76,1486.54,1509.49,7281071,0.0188,1457.01,1452.46,25.22
INFY,2025-09-11,1500.92,1504.47,1483.78,1486.94,8003662,-0.0149,1458.56,1456.28,20.69
INFY,2025-09-12,1513.83,1519.64,1498.16,1502.6,12856963,0.0105,1465.1,1461.04,21.48
INFY,2025-09-15,1502.6,1504.47,1478.56,1485.66,6167414,-0.0113,1471.49,1464.87,25.91
INFY,2025-09-16,1485.66,1491.17,1480.83,1488.51,8923112,0.0019,1480.87,1467.86,10.34
INFY,2025-09-17,1494.03,1503.68,1491.17,1499.45,4795698,0.0073,1493.47,1471.92,12.51
INFY,2025-09-18,1526.63,1531.55,1515.3,1517.37,9331945,0.012,1498.57,1476.64,16.25
INFY,2025-09-19,1521.31,1527.91,1497.18,1516.98,12988129,-0.0003,1499.64,1478.7,30.73
INFY,2025-09-22,1460.34,1491.86,1459.65,1476.89,15655204,-0.0264,1498.21,1478.85,32.21
INFY,2025-09-23,1470.49,1490.19,1470.49,1474.92,9832164,-0.0013,1494.25,1479.32,19.7
INFY,2025-09-24,1464.78,1474.13,1460.34,1472.06,4937004,-0.0019,1492.31,1477.56,13.79
INFY,2025-09-25,1466.55,1480.04,1454.24,1462.41,9491867,-0.0066,1488.58,1475.46,25.8
INFY,2025-09-26,1452.76,1456.4,1419.47,1427.05,8597058,-0.0242,1478.24,1473.05,36.93
INFY,2025-09-29,1437.99,1442.91,1414.84,1420.06,10513117,-0.0049,1464.34,1471.75,28.07
INFY,2025-09-30,1421.24,1430.3,1416.42,1420.06,7556305,0.0,1450.49,1469.05,13.88
INFY,2025-10-01,1424.2,1427.64,1405.88,1424.0,6250692,0.0028,1442.94,1466.57,21.76
INFY,2025-10-03,1417.3,1426.46,1411.59,1424.79,6877533,0.0006,1435.78,1465.04,14.87
INFY,2025-10-06,1424.79,1456.5,1420.55,1453.74,4630590,0.0203,1433.16,1465.65,35.95
INFY,2025-10-07,1455.42,1460.54,1432.08,1436.51,5570320,-0.0119,1429.46,1466.3,28.46
INFY,2025-10-08,1435.03,1475.41,1433.06,1472.46,4657192,0.025,1435.95,1469.22,42.35
INFY,2025-10-09,1479.35,1491.17,1464.58,1486.54,7028753,0.0096,1445.44,1469.45,26.59
INFY,2025-10-10,1487.23,1498.76,1476.2,1492.06,3738353,0.0037,1455.73,1468.62,22.56
INFY,2025-10-13,1474.43,1482.01,1461.03,1470.69,5859355,-0.0143,1462.4,1467.85,20.98
INFY,2025-10-14,1476.4,1491.57,1464.09,1467.44,5600789,-0.0022,1468.49,1466.17,27.48
INFY,2025-10-15,1461.53,1466.15,1445.37,1452.17,6986098,-0.0104,1468.27,1464.58,20.78
INFY,2025-10-16,1451.68,1452.27,1438.48,1449.31,8005748,-0.002,1470.1,1462.71,13.79
INFY,2025-10-17,1432.96,1436.41,1412.38,1419.37,16959378,-0.0207,1462.51,1458.9,24.03
INFY,2025-10-20,1431.78,1444.88,1428.14,1438.87,6994246,0.0137,1455.7,1455.16,16.74
INFY,2025-10-21,1455.71,1463.59,1447.84,1450.2,1698704,0.0079,1449.72,1451.98,15.75
INFY,2025-10-23,1487.23,1522.69,1483.29,1505.45,20358624,0.0381,1454.69,1453.34,39.4
INFY,2025-10-24,1516.29,1519.73,1495.11,1502.4,8652257,-0.002,1459.68,1454.65,24.62
INFY,2025-10-27,1510.0,1515.3,1498.1,1504.5,7273211,0.0014,1467.16,1456.19,17.2
INFY,2025-10-28,1499.7,1506.5,1490.5,1500.2,8211019,-0.0029,1474.43,1457.99,16.0
INFY,2025-10-29,1500.2,1520.2,1496.9,1510.4,4884976,0.0068,1487.43,1461.96,23.3
INFY,2025-10-30,1507.0,1508.2,1489.1,1493.8,5608867,-0.011,1495.28,1465.47,19.1
INFY,2025-10-31,1490.0,1497.1,1480.7,1482.3,4819814,-0.0077,1499.86,1468.44,16.4
INFY,2025-11-03,1482.3,1491.4,1474.2,1485.5,5470600,0.0022,1497.01,1471.37,17.2
INFY,2025-11-04,1479.7,1481.9,1462.9,1467.9,8691330,-0.0118,1492.09,1473.42,19.0
INFY,2025-11-06,1478.6,1483.0,1461.9,1466.7,7944752,-0.0008,1486.69,1474.04,21.1
INFY,2025-11-07,1470.0,1480.9,1449.1,1476.8,8765759,0.0069,1483.34,1475.96,31.8
INFY,2025-11-10,1490.1,1520.0,1490.0,1513.5,9787975,0.0249,1483.79,1477.91,30.0
INFY,2025-11-11,1525.0,1533.4,1511.1,1530.3,13692989,0.0111,1489.0,1479.99,22.3
INFY,2025-11-12,1540.0,1559.2,1538.1,1551.7,14635417,0.014,1498.91,1482.83,21.1
INFY,2025-11-13,1557.1,1557.5,1530.3,1541.8,19655689,-0.0064,1506.96,1486.22,27.2
INFY,2025-11-14,1520.0,1530.0,1488.8,1502.8,9739549,-0.0253,1511.94,1487.9,41.2
INFY,2025-11-17,1496.0,1510.2,1492.5,1507.6,7910354,0.0032,1517.79,1490.54,17.7
INFY,2025-11-18,1506.0,1506.0,1483.2,1486.4,7525119,-0.0141,1519.16,1492.31,22.8
INFY,2025-11-19,1490.5,1543.0,1490.5,1541.1,10981126,0.0368,1523.1,1498.11,52.5
INFY,2025-11-20,1555.0,1555.0,1534.0,1536.5,7387584,-0.003,1523.99,1502.75,21.0
INFY,2025-11-21,1531.0,1551.5,1526.3,1545.0,9186302,0.0055,1523.03,1507.27,25.2
INFY,2025-11-24,1563.6,1585.0,1541.0,1548.0,19270381,0.0019,1523.91,1509.3,44.0
INFY,2025-11-25,1549.0,1550.6,1525.9,1530.6,8107952,-0.0112,1527.89,1510.64,24.7
INFY,2025-11-26,1532.1,1560.3,1532.1,1557.9,7575038,0.0178,1535.07,1513.18,28.2
INFY,2025-11-27,1564.0,1574.3,1552.2,1566.4,7552252,0.0055,1546.5,1516.33,22.1
INFY,2025-11-28,1565.0,1568.4,1557.0,1560.1,4453221,-0.004,1549.21,1518.7,11.4
INFY,2025-12-01,1562.5,1574.0,1556.0,1564.0,5341800,0.0025,1553.14,1522.04,18.0
INFY,2025-12-02,1567.0,1579.9,1556.1,1561.0,6335969,-0.0019,1555.43,1525.79,23.8
INFY,2025-12-03,1555.1,1586.0,1554.1,1578.7,12895312,0.0113,1559.81,1530.23,31.9
INFY,2025-12-04,1568.0,1599.0,1568.0,1597.6,12609619,0.012,1569.39,1536.4,31.0
INFY,2025-12-05,1610.0,1631.8,1600.0,1616.2,10344725,0.0116,1577.71,1543.52,31.8
INFY,2025-12-08,1617.1,1630.0,1600.2,1610.8,7550413,-0.0033,1584.06,1549.9,29.8
INFY,2025-12-09,1601.2,1606.9,1582.4,1599.0,6957599,-0.0073,1589.61,1553.98,24.5
INFY,2025-12-10,1608.0,1608.0,1582.8,1584.8,5116140,-0.0089,1592.59,1556.57,25.2
INFY,2025-12-11,1598.0,1607.4,1580.5,1598.0,5159319,0.0083,1597.87,1558.78,26.9
INFY,2025-12-12,1601.4,1601.8,1582.6,1598.2,4633912,0.0001,1600.66,1561.46,19.2
INFY,2025-12-15,1585.0,1610.8,1585.0,1606.8,4190558,0.0054,1601.97,1566.41,25.8
INFY,2025-12-16,1600.0,1603.0,1585.6,1592.9,5499258,-0.0087,1598.64,1570.48,17.4
INFY,2025-12-17,1587.2,1606.9,1586.0,1602.0,4817628,0.0057,1597.39,1575.98,20.9
INFY,2025-12-18,1610.5,1630.0,1606.7,1626.8,6577293,0.0155,1601.36,1580.06,23.3
INFY,2025-12-19,1650.0,1654.9,1629.8,1638.7,13149023,0.0073,1609.06,1584.93,25.1
INFY,2025-12-22,1664.0,1693.2,1664.0,1689.6,23098923,0.0311,1622.14,1591.81,29.2
INFY,2025-12-23,1679.0,1679.0,1656.4,1668.3,6593060,-0.0126,1632.16,1597.54,22.6
INFY,2025-12-24,1661.0,1667.6,1652.5,1663.4,4271167,-0.0029,1640.24,1603.87,15.1
INFY,2025-12-26,1663.4,1668.8,1651.7,1656.1,2006491,-0.0044,1649.27,1608.54,17.1
INFY,2025-12-29,1658.0,1673.1,1637.1,1644.7,4062817,-0.0069,1655.37,1612.27,36.0
INFY,2025-12-30,1647.0,1647.9,1616.8,1621.6,9395937,-0.014,1654.63,1615.2,31.1
INFY,2025-12-31,1621.0,1628.6,1609.2,1615.4,6538656,-0.0038,1651.3,1617.65,19.4
INFY,2026-01-01,1615.4,1639.6,1614.1,1629.8,3658165,0.0089,1642.76,1620.92,25.5
INFY,2026-01-02,1635.9,1643.5,1627.5,1640.4,2524526,0.0065,1638.77,1623.86,16.0
INFY,2026-01-05,1637.0,1637.0,1583.1,1606.4,5917885,-0.0207,1630.63,1624.28,53.9
INFY,2026-01-06,1600.1,1619.9,1599.0,1612.2,4466729,0.0036,1624.36,1624.09,20.9
INFY,2026-01-07,1615.0,1642.0,1615.0,1639.0,4508079,0.0166,1623.54,1625.43,27.0
INFY,2026-01-08,1638.9,1644.3,1608.6,1613.3,3942131,-0.0157,1622.36,1626.11,35.7
INFY,2026-01-09,1610.0,1631.3,1607.0,1614.1,6816681,0.0005,1622.17,1627.51,24.3
INFY,2026-01-12,1610.1,1613.3,1592.6,1595.9,6985362,-0.0113,1617.33,1627.41,20.7
INFY,2026-01-13,1618.0,1618.0,1586.4,1599.0,8080618,0.0019,1611.41,1627.45,31.6
INFY,2026-01-14,1588.0,1617.0,1583.1,1599.8,7557157,0.0005,1610.47,1627.11,33.9
INFY,2026-01-16,1663.7,1694.0,1653.4,1689.8,19335957,0.0563,1621.56,1631.73,40.6
INFY,2026-01-19,1685.0,1685.0,1666.5,1681.2,5104958,-0.0051,1627.59,1635.5,18.5
INFY,2026-01-20,1673.0,1680.2,1652.9,1658.9,6406503,-0.0133,1634.1,1637.03,27.3
INFY,2026-01-21,1651.0,1657.0,1631.2,1654.4,6224582,-0.0027,1639.86,1637.78,25.8
INFY,2026-01-22,1666.0,1671.2,1653.8,1663.5,6228892,0.0055,1649.51,1636.53,17.4
INFY,2026-01-23,1667.2,1675.7,1662.2,1670.8,5869137,0.0044,1659.77,1636.65,13.5
INFY,2026-01-27,1685.8,1689.4,1661.1,1682.7,10673087,0.0071,1671.61,1637.57,28.3
INFY,2026-01-28,1680.0,1688.8,1650.0,1666.5,8588664,-0.0096,1668.29,1638.07,38.8
INFY,2026-01-29,1658.0,1666.5,1642.1,1659.5,4749582,-0.0042,1665.19,1638.77,24.4
INFY,2026-01-30,1655.0,1655.0,1618.1,1641.0,9207926,-0.0111,1662.63,1639.7,36.9
INFY,2026-02-02,1662.0,1662.0,1618.0,1629.4,6784887,-0.0071,1659.06,1640.36,44.0
INFY,2026-02-03,1727.2,1728.0,1653.0,1656.0,8805868,0.0163,1657.99,1641.61,75.0
INFY,2026-02-04,1574.0,1584.9,1510.1,1535.8,28828622,-0.0726,1638.7,1636.63,74.8
INFY,2026-02-05,1534.0,1551.0,1515.7,1520.2,10628127,-0.0102,1615.49,1632.52,35.3
INFY,2026-02-06,1522.1,1525.0,1480.0,1507.1,13900866,-0.0086,1592.71,1627.52,45.0
INFY,2026-02-09,1522.1,1528.0,1493.0,1497.2,8294615,-0.0066,1569.53,1620.77,35.0
INFY,2026-02-10,1500.0,1515.9,1491.0,1497.8,8657000,0.0004,1549.07,1615.27,24.9
INFY,2026-02-11,1501.2,1505.9,1469.0,1471.9,7934411,-0.0173,1526.57,1608.5,36.9
INFY,2026-02-12,1428.9,1435.7,1380.5,1386.0,26048896,-0.0584,1488.0,1598.5,55.2
INFY,2026-02-13,1293.9,1377.3,1281.5,1369.1,45785709,-0.0122,1464.19,1587.55,95.8
INFY,2026-02-16,1373.7,1376.0,1338.3,1365.6,14621891,-0.0026,1442.1,1576.4,37.7
INFY,2026-02-17,1370.0,1431.0,1367.0,1391.2,25347684,0.0187,1425.54,1562.18,64.0
INFY,2026-02-18,1390.9,1401.0,1345.3,1373.7,20241373,-0.0126,1407.9,1547.54,55.7
INFY,2026-02-19,1385.0,1402.0,1363.2,1370.5,14574228,-0.0023,1389.71,1533.8,38.8
INFY,2026-02-20,1359.2,1365.0,1338.2,1353.2,12633552,-0.0126,1372.76,1519.46,26.8
INFY,2026-02-23,1352.0,1352.0,1318.0,1327.5,12887826,-0.019,1364.4,1503.46,34.0
INFY,2026-02-24,1301.0,1303.6,1264.1,1275.5,27839061,-0.0392,1351.03,1484.64,39.5
INFY,2026-02-25,1286.2,1323.6,1286.2,1290.1,16669618,0.0114,1340.24,1465.94,37.4
INFY,2026-02-26,1305.5,1314.0,1286.3,1289.1,11493914,-0.0008,1325.66,1447.97,27.7
INFY,2026-02-27,1326.3,1335.0,1294.2,1300.1,23141724,0.0085,1315.14,1430.86,40.8
INFY,2026-03-02,1291.0,1298.8,1273.0,1288.9,9700361,-0.0086,1303.49,1414.09,25.8
INFY,2026-03-04,1292.0,1317.0,1292.0,1307.4,15154950,0.0144,1296.94,1398.76,25.0
INFY,2026-03-05,1320.0,1320.0,1290.1,1305.8,10362147,-0.0012,1293.84,1382.08,29.9
INFY,2026-03-06,1303.0,1327.2,1303.0,1308.4,8724291,0.002,1298.54,1371.25,24.2
INFY,2026-03-09,1290.0,1318.0,1282.5,1315.0,10068514,0.005,1302.1,1361.48,35.5
INFY,2026-03-10,1320.0,1321.0,1284.1,1295.6,9600171,-0.0148,1303.03,1351.41,36.9
INFY,2026-03-11,1288.0,1299.5,1271.3,1276.3,7868891,-0.0149,1299.63,1340.89,28.2
INFY,2026-03-12,1272.5,1278.6,1258.0,1265.8,7599940,-0.0082,1296.33,1329.84,20.6
INFY,2026-03-13,1251.0,1269.6,1242.6,1248.3,7366098,-0.0138,1287.89,1319.2,27.0
INFY,2026-03-16,1240.2,1254.3,1224.2,1249.8,12314450,0.0012,1279.89,1312.71,30.1
INFY,2026-03-17,1245.0,1245.0,1215.1,1232.9,11223276,-0.0135,1269.1,1306.22,29.9
INFY,2026-03-18,1238.0,1290.8,1234.9,1267.1,12365381,0.0277,1262.26,1301.53,55.9
INFY,2026-03-19,1244.2,1255.0,1215.1,1220.8,9156461,-0.0365,1251.57,1293.42,39.9
INFY,2026-03-20,1242.0,1264.8,1229.2,1255.9,27299975,0.0288,1248.66,1287.81,35.6
INFY,2026-03-23,1238.2,1261.1,1227.4,1256.8,12420293,0.0007,1247.37,1282.4,33.7
INFY,2026-03-24,1269.0,1297.0,1251.0,1278.3,13613495,0.0171,1251.66,1278.83,46.0
INFY,2026-03-25,1270.0,1290.6,1257.1,1279.1,10824030,0.0006,1255.84,1276.52,33.5
INFY,2026-03-27,1285.2,1294.8,1263.2,1269.7,13092541,-0.0073,1261.1,1276.25,31.6
INFY,2026-03-30,1250.0,1265.5,1243.0,1250.6,14108486,-0.015,1258.74,1274.37,22.5
RELIANCE,2025-04-01,1259.57,1272.82,1244.33,1247.62,12099648,,,,28.49
RELIANCE,2025-04-02,1242.59,1250.56,1238.95,1246.17,10142590,-0.0012,,,11.61
RELIANCE,2025-04-03,1228.15,1246.82,1228.15,1243.73,7434366,-0.002,,,18.67
RELIANCE,2025-04-04,1236.16,1240.5,1188.4,1199.91,17908652,-0.0352,,,52.1
RELIANCE,2025-04-07,1127.7,1166.59,1110.42,1161.06,22156106,-0.0324,,,56.17
RELIANCE,2025-04-08,1167.34,1191.84,1158.67,1177.5,19555040,0.0142,,,33.17
RELIANCE,2025-04-09,1164.85,1185.07,1163.35,1180.63,10223104,0.0027,1208.09,,21.72
RELIANCE,2025-04-11,1190.4,1217.79,1190.4,1214.1,11224242,0.0283,1203.3,,27.39
RELIANCE,2025-04-15,1246.02,1246.02,1232.18,1235.17,13378535,0.0174,1201.73,,13.84
RELIANCE,2025-04-16,1229.19,1235.96,1224.11,1234.37,8248464,-0.0006,1200.39,,11.85
RELIANCE,2025-04-17,1235.27,1275.11,1222.72,1269.43,15398401,0.0284,1210.32,,52.39
RELIANCE,2025-04-21,1264.95,1295.72,1261.96,1290.35,10429964,0.0165,1228.79,,33.76
RELIANCE,2025-04-22,1294.83,1298.71,1281.18,1286.06,13051707,-0.0033,1244.3,,17.53
RELIANCE,2025-04-23,1291.84,1300.8,1280.29,1294.83,10480888,0.0068,1260.62,,20.51
RELIANCE,2025-04-24,1287.26,1299.31,1285.17,1296.42,10468940,0.0012,1272.38,,14.14
RELIANCE,2025-04-25,1298.31,1319.93,1282.98,1295.23,14431012,-0.0009,1280.96,,36.95
RELIANCE,2025-04-28,1334.67,1369.13,1314.95,1363.35,31104496,0.0526,1299.38,,54.18
RELIANCE,2025-04-29,1365.55,1405.29,1364.55,1394.13,32538970,0.0226,1317.2,,40.74
RELIANCE,2025-04-30,1396.42,1406.78,1363.55,1399.41,25480745,0.0038,1332.78,,43.23
RELIANCE,2025-05-02,1408.38,1421.02,1403.49,1414.15,13007841,0.0105,1351.07,,17.53
RELIANCE,2025-05-05,1425.31,1433.77,1421.22,1425.61,12685649,0.0081,1369.76,1279.49,12.55
RELIANCE,2025-05-06,1425.31,1426.3,1404.99,1415.25,14084117,-0.0073,1386.73,1287.47,21.31
RELIANCE,2025-05-07,1415.25,1418.73,1397.12,1400.41,13440169,-0.0105,1401.76,1294.81,21.61
RELIANCE,2025-05-08,1398.51,1415.15,1392.44,1401.4,16106175,0.0007,1407.19,1302.32,22.71
RELIANCE,2025-05-09,1379.99,1389.25,1369.03,1371.72,13668904,-0.0212,1403.99,1310.5,20.22
RELIANCE,2025-05-12,1394.43,1433.28,1394.43,1430.79,10674081,0.0431,1408.48,1323.35,38.85
RELIANCE,2025-05-13,1427.8,1441.94,1406.78,1410.07,11407896,-0.0145,1407.89,1334.42,35.16
RELIANCE,2025-05-14,1414.35,1424.21,1409.87,1418.73,5570160,0.0061,1406.91,1345.76,14.34
RELIANCE,2025-05-15,1419.33,1455.59,1407.08,1448.42,20177211,0.0209,1411.65,1356.92,48.51
RELIANCE,2025-05-16,1447.42,1455.19,1441.54,1450.61,9036695,0.0015,1418.82,1367.18,13.65
RELIANCE,2025-05-19,1446.32,1448.81,1432.48,1435.07,6195791,-0.0107,1423.63,1376.74,16.33
RELIANCE,2025-05-20,1432.48,1439.25,1416.14,1418.93,11270560,-0.0112,1430.37,1383.85,23.11
RELIANCE,2025-05-21,1418.24,1430.49,1412.46,1423.51,6136364,0.0032,1429.33,1390.2,18.03
RELIANCE,2025-05-22,1415.55,1418.14,1391.34,1403.79,12134466,-0.0139,1428.44,1395.8,26.8
RELIANCE,2025-05-23,1401.0,1428.1,1401.0,1421.12,6474883,0.0123,1428.78,1401.82,27.1
RELIANCE,2025-05-26,1426.3,1435.27,1419.43,1429.09,4842944,0.0056,1426.02,1408.13,15.84
RELIANCE,2025-05-27,1420.43,1431.28,1408.28,1416.44,12640414,-0.0089,1421.14,1413.9,23.0
RELIANCE,2025-05-28,1414.45,1416.94,1405.09,1407.28,5944611,-0.0065,1417.17,1416.0,11.85
RELIANCE,2025-05-29,1406.48,1414.35,1403.0,1412.16,13771917,0.0035,1416.2,1416.86,11.35
RELIANCE,2025-05-30,1412.36,1424.91,1404.09,1415.25,13788484,0.0022,1415.02,1417.61,20.82
RELIANCE,2025-06-02,1406.48,1411.86,1390.05,1408.08,8098668,-0.0051,1415.63,1417.32,21.81
RELIANCE,2025-06-03,1416.64,1420.83,1397.82,1399.91,11252626,-0.0058,1412.6,1416.1,23.01
RELIANCE,2025-06-04,1409.07,1420.03,1400.51,1417.84,8126827,0.0128,1410.99,1416.22,19.52
RELIANCE,2025-06-05,1422.32,1448.91,1417.94,1436.66,13716817,0.0133,1413.88,1417.95,30.97
RELIANCE,2025-06-06,1435.27,1445.73,1431.28,1437.76,8182161,0.0008,1418.24,1419.68,14.45
RELIANCE,2025-06-09,1451.2,1451.7,1439.55,1443.04,7885125,0.0037,1422.65,1423.07,12.15
RELIANCE,2025-06-10,1444.23,1448.12,1430.29,1432.78,7913181,-0.0071,1425.15,1423.17,17.83
RELIANCE,2025-06-11,1440.05,1462.76,1437.36,1443.14,8195700,0.0072,1430.16,1424.74,25.4
RELIANCE,2025-06-12,1447.72,1451.2,1428.69,1435.87,8828114,-0.005,1435.3,1425.56,22.51
RELIANCE,2025-06-13,1418.34,1429.79,1408.67,1422.22,9757276,-0.0095,1435.92,1424.31,21.12
RELIANCE,2025-06-16,1421.22,1436.66,1418.73,1432.08,8458093,0.0069,1435.27,1423.43,17.93
RELIANCE,2025-06-17,1442.24,1442.24,1420.13,1425.51,10366599,-0.0046,1433.52,1422.97,22.11
RELIANCE,2025-06-18,1424.31,1437.06,1420.03,1424.41,6681735,-0.0008,1430.86,1423.24,17.03
